,age,careAddr,careNm,careTel,chargeNm,colorCd,desertionNo,filename,happenDt,happenPlace,kindCd,neuterYn,noticeEdt,noticeNo,noticeSdt,officetel,orgNm,popfile,processState,sexCd,specialMark,weight
118,2018(년생),"전라북도 정읍시 충정로 199 (장명동, 다나동물병원)",다나동물병원,063-537-1041,정읍시,백색,445469201800547,http://www.animal.go.kr/files/shelter/2018/10/201811061911725_s.jpg,20181106,다나동물병원옆,[개] 믹스견,N,20181116,전북-정읍-2018-00339,20181106,063-539-6373,전라북도 정읍시,http://www.animal.go.kr/files/shelter/2018/10/201811061911725.jpg,보호중,F,상자에넣어 버리고감,0.14(Kg)
119,2018(년생),"전라북도 정읍시 충정로 199 (장명동, 다나동물병원)",다나동물병원,063-537-1041,정읍시,흑갈색,445469201800546,http://www.animal.go.kr/files/shelter/2018/10/201811061911968_s.jpg,20181106,다나동물병원옆,[개] 믹스견,N,20181116,전북-정읍-2018-00338,20181106,063-539-6373,전라북도 정읍시,http://www.animal.go.kr/files/shelter/2018/10/201811061911968.jpg,보호중,F,상자에넣어 버리고감.,0.15(Kg)
120,2016(년생),전라북도 전주시 덕진구 인후동1가 806-6,행복한동물병원,063-244-0090,최남선,갈색,445464201802299,http://www.animal.go.kr/files/shelter/2018/10/201811062311589_s.jpg,20181106,동산파출소,[개] 믹스견,N,20181115,전북-전주-2018-01633,20181106,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/10/201811062311589.jpg,보호중,M,성격이 예민함,17(Kg)
121,2017(년생),전라북도 전주시 덕진구 인후동1가 806-6,행복한동물병원,063-244-0090,최남선,흰색갈색,445464201802298,http://www.animal.go.kr/files/shelter/2018/10/201811062311429_s.jpg,20181106,아중체련공원,[개] 믹스견,N,20181115,전북-전주-2018-01632,20181106,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/10/201811062311429.jpg,보호중,M,온순함,6.5(Kg)
122,2016(년생),전라북도 전주시 덕진구 인후동1가 806-6,행복한동물병원,063-244-0090,최남선,갈색,445464201802297,http://www.animal.go.kr/files/shelter/2018/10/201811062311256_s.jpg,20181106,완산구 부남길 24 주변,[개] 믹스견,N,20181115,전북-전주-2018-01631,20181106,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/10/201811062311256.jpg,보호중,F,파란색목줄 착용,5(Kg)
123,2018(년생),전라북도 전주시 완산구 삼천동1가 592-1,프렌즈동물병원,063-227-4975,최남선,흰/노랑색,445464201802296,http://www.animal.go.kr/files/shelter/2018/10/20181106231107_s.jpg,20181106,웰동물병원,[고양이] 한국 고양이,N,20181115,전북-전주-2018-01630,20181106,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/10/20181106231107.jpg,보호중,F,"꼬리부분 탈모, 짧게 말림",1.3(Kg)
124,2013(년생),전라북도 전주시 완산구 전동 1가 199,박영재동물병원,063-284-7774,최남선,누렁색,445464201802295,http://www.animal.go.kr/files/shelter/2018/10/201811061611161_s.jpg,20181106,서곡 두산 아파트 근처,[개] 믹스견,N,20181115,전북-전주-2018-01629,20181106,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/10/201811061611161.jpg,보호중,F,치석많음,2.3(Kg)
125,2015(년생),전라북도 전주시 완산구 전동 1가 199,박영재동물병원,063-284-7774,최남선,약간회색,445464201802294,http://www.animal.go.kr/files/shelter/2018/10/201811061611245_s.jpg,20181106,서곡 두산 아파트 근처,[개] 믹스견,N,20181115,전북-전주-2018-01628,20181106,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/10/201811061611245.jpg,보호중,M,장안에있으면 약간 경계,3.5(Kg)
126,2017(년생),전라북도 전주시 완산구 전동 1가 199,박영재동물병원,063-284-7774,최남선,약간 누렁색,445464201802293,http://www.animal.go.kr/files/shelter/2018/10/201811061611702_s.jpg,20181106,서곡 두산 아파트 근처,[개] 믹스견,N,20181115,전북-전주-2018-01627,20181106,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/10/201811061611702.jpg,보호중,F,치석없음,2.5(Kg)
127,2001(년생),전라북도 전주시 완산구 삼천동1가 592-1,프렌즈동물병원,063-227-4975,최남선,흰색,445464201802292,http://www.animal.go.kr/files/shelter/2018/10/201811061611745_s.jpg,20181106,완산구청,[개] 말티즈,Y,20181115,전북-전주-2018-01626,20181106,063-281-5327,전라북도 전주시,http://www.animal.go.kr/files/shelter/2018/10/201811061611745.jpg,종료(반환),M,좌안실명,3.3(Kg)
128,2018(년생),충청남도 당진시 고대면 연동로 30-6 (고대면),당진시동물보호소,041-356-8210,당진시,고등어,444568201800556,http://www.animal.go.kr/files/shelter/2018/10/201811061011142_s.jpg,20181106,당진시채운동1133 편한성모병원,[고양이] 한국 고양이,U,20181115,충남-당진-2018-00554,20181106,041-350-4242,충청남도 당진시,http://www.animal.go.kr/files/shelter/2018/10/201811061011142.jpg,보호중,F,"2개월, 순함, 병원으로 들어옴",1.40(Kg)
129,2017(년생),충청남도 예산군 예산읍 벚꽃로 153 (예산읍) 1층 KU건국동물병원,KU건국동물병원,041-335-1023,가축방역팀,흰색,444461201800256,http://www.animal.go.kr/files/shelter/2018/10/201811061711752_s.jpg,20181106,공주대학교 예산캠퍼스 생명관,[개] 믹스견,U,20181113,충남-예산-2018-00220,20181106,041-339-7645,충청남도 예산군,http://www.animal.go.kr/files/shelter/2018/10/201811061711752.png,보호중,M,파란색 목줄착용,4(Kg)
130,2018(년생),충청남도 예산군 예산읍 벚꽃로 153 (예산읍) 1층 KU건국동물병원,KU건국동물병원,041-335-1023,가축방역팀,"갈색,흰색",444461201800255,http://www.animal.go.kr/files/shelter/2018/10/201811061711218_s.jpg,20181106,벚꽃로 295-17,[개] 믹스견,U,20181113,충남-예산-2018-00219,20181106,041-339-7645,충청남도 예산군,http://www.animal.go.kr/files/shelter/2018/10/201811061711218.png,보호중,M,3마리 함께 발견,1(Kg)
131,2018(년생),충청남도 예산군 예산읍 벚꽃로 153 (예산읍) 1층 KU건국동물병원,KU건국동물병원,041-335-1023,가축방역팀,"흰색,갈색",444461201800254,http://www.animal.go.kr/files/shelter/2018/10/201811061611406_s.jpg,20181106,벚꽃로 295-17,[개] 믹스견,U,20181113,충남-예산-2018-00218,20181106,041-339-7645,충청남도 예산군,http://www.animal.go.kr/files/shelter/2018/10/201811061611406.png,보호중,M,3마리 함께 발견,1(Kg)
132,2018(년생),충청남도 예산군 예산읍 벚꽃로 153 (예산읍) 1층 KU건국동물병원,KU건국동물병원,041-335-1023,가축방역팀,흰색,444461201800253,http://www.animal.go.kr/files/shelter/2018/10/201811061611395_s.jpg,20181106,벚꽃로 295-17,[개] 믹스견,U,20181113,충남-예산-2018-00217,20181106,041-339-7645,충청남도 예산군,http://www.animal.go.kr/files/shelter/2018/10/201811061611395.png,보호중,M,3마리 함께 발견,1(Kg)
133,2013(년생),충청남도 논산시 중앙로398번길 2 (취암동),호크종합동물병원,041-736-8875,논산시,갈색검정,444454201800475,http://www.animal.go.kr/files/shelter/2018/10/201811061711365_s.jpg,20181106,등화동 소망유통 근처,[개] 닥스훈트,U,20181116,충남-논산-2018-00451,20181106,041-746-6115,충청남도 논산시,http://www.animal.go.kr/files/shelter/2018/10/201811061711365.jpg,보호중,F,건강상태 양호,4(Kg)
134,2018(년생),충청남도 아산시 둔포면 둔포로 33 (둔포면) 충청남도 아산시 염치읍 석정리 99-21,중부벳동물병원,041-533-3563,최현주,젖소,444452201801104,http://www.animal.go.kr/files/shelter/2018/10/201811061211173_s.jpg,20181106,용담사 근처 차로,[고양이] 한국 고양이,N,20181115,충남-아산-2018-00994,20181106,041-537-3831,충청남도 아산시,http://www.animal.go.kr/files/shelter/2018/10/201811061211173.jpg,보호중,Q,"1104호(관리) 994호(공고) 교통사고 추정, 기립불능",7(Kg)
135,2016(년생),충청남도 아산시 둔포면 둔포로 33 (둔포면) 충청남도 아산시 염치읍 석정리 99-21,중부벳동물병원,041-533-3563,최현주,크림,444452201801103,http://www.animal.go.kr/files/shelter/2018/10/201811061211948_s.jpg,20181106,음봉면 신정리길,[개] 믹스견,N,20181115,충남-아산-2018-00993,20181106,041-537-3831,충청남도 아산시,http://www.animal.go.kr/files/shelter/2018/10/201811061211948.jpg,보호중,M,"1103호(관리) 993호(공고) 크림색, 털엉킴",7(Kg)
136,2018(년생),충청남도 공주시 번영1로 54 (신관동),강북동물병원,041-856-9900,가축방역팀,3색,444450201800662,http://www.animal.go.kr/files/shelter/2018/10/201811061711529[1]_s.jpg,20181106,대통1길1,[고양이] 한국 고양이,N,20181116,충남-공주-2018-00381,20181106,041-840-8899,충청남도 공주시,http://www.animal.go.kr/files/shelter/2018/10/201811061711529[1].jpg,보호중,M,"2개월령, 탈수증",0.4(Kg)
137,2016(년생),충청북도 제천시 청풍호로4가길 1 (영천동),제천시 동물보호센터,043-647-0059,김동국,연한갈색,443440201800285,http://www.animal.go.kr/files/shelter/2018/10/201811062311261_s.jpg,20181106,하소주공 4단지부근,[개] 믹스견,U,20181116,충북-제천-2018-00283,20181106,043-641-6872,충청북도 제천시,http://www.animal.go.kr/files/shelter/2018/10/201811062311261.jpg,보호중,F,온순함,5.8(Kg)
138,2015(년생),충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면),충주시동물보호센터,043-851-3168,충주시,흰색,443439201800409,http://www.animal.go.kr/files/shelter/2018/10/201811061111137_s.jpg,20181106,팽고리산길 90 sk 셀프 착한주유소,[개] 믹스견,N,20181113,충북-충주-2018-00389,20181106,043-850-5872,충청북도 충주시,http://www.animal.go.kr/files/shelter/2018/10/201811061111137.jpg,보호중,M,털이 심하게 엉켜있고 미용한 흔적이 있음 순함 키트정상,4.5(Kg)
139,2016(년생),충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면),충주시동물보호센터,043-851-3168,충주시,갈색,443439201800408,http://www.animal.go.kr/files/shelter/2018/10/201811060911497_s.jpg,20181106,봉방동 상방5길 41,[개] 푸들,Y,20181113,충북-충주-2018-00388,20181106,043-850-5872,충청북도 충주시,http://www.animal.go.kr/files/shelter/2018/10/201811060911497.jpg,보호중,M,"눈이 안보일정도로 털이엉켜있고 덥수룩함, 순하고 사람잘따름, 키트검사정상",5.5(Kg)
140,2017(년생),강원도 정선군 정선읍 정선로 1321 (정선읍),정선가축병원,033-563-0198,지정구,황색,442429201800296,http://www.animal.go.kr/files/shelter/2018/10/201811061311545[1]_s.jpg,20181106,여량면 여량리,[개] 믹스견,U,20181113,강원-정선-2018-00294,20181106,033-560-2446,강원도 정선군,http://www.animal.go.kr/files/shelter/2018/10/201811061311545[1].jpg,보호중,F,목걸이 착용,22(Kg)
141,2015(년생),경기도 여주시 북내면 강문로 117 (북내면),강아지와 고양이,031-883-5199,석준,갈색,441570201800333,http://www.animal.go.kr/files/shelter/2018/10/201811061711174_s.jpg,20181106,하동,[개] 믹스견,N,20181116,경기-여주-2018-00333,20181106,031-887-3201,경기도 여주시,http://www.animal.go.kr/files/shelter/2018/10/201811061711174.jpg,보호중,F,애견으류 착용/목줄착용,4.5(Kg)
142,2018(년생),경기도 여주시 북내면 강문로 117 (북내면),강아지와 고양이,031-883-5199,석준,이포리,441570201800332,http://www.animal.go.kr/files/shelter/2018/10/201811061111769_s.jpg,20181106,이포리,[고양이] 한국 고양이,N,20181116,경기-여주-2018-00332,20181106,031-887-3201,경기도 여주시,http://www.animal.go.kr/files/shelter/2018/10/201811061111769.jpg,보호중,M,.,0.5(Kg)
143,2015(년생),경기도 여주시 북내면 강문로 117 (북내면),강아지와 고양이,031-883-5199,석준,검정/흰색,441570201800331,http://www.animal.go.kr/files/shelter/2018/10/201811061011156_s.jpg,20181106,가야리,[고양이] 한국 고양이,N,20181116,경기-여주-2018-00331,20181106,031-887-3201,경기도 여주시,http://www.animal.go.kr/files/shelter/2018/10/201811061011156.jpg,종료(자연사),M,교통사고,3.2(Kg)
144,2015(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,삼색,441554201801600,http://www.animal.go.kr/files/shelter/2018/10/201811062011490_s.jpg,20181106,광주시 초월읍 도평리 대주아파트,[고양이] 한국 고양이,Y,20181116,경기-광주-2018-01002,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811062011490.jpg,보호중,F,"11-25, 탈수, 움직임 없음, 구내염 심함",2.40(Kg)
145,2018(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,갈색,441554201801597,http://www.animal.go.kr/files/shelter/2018/10/201811061811909_s.jpg,20181106,광주시 남한산성면 상번천리 일대,[개] 믹스견,N,20181116,경기-광주-2018-01001,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061811909.jpg,보호중,M,"11-24, 어미랑 구조, 저체온증",1.00(Kg)
146,2018(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,갈색,441554201801596,http://www.animal.go.kr/files/shelter/2018/10/201811061811800[1]_s.jpg,20181106,광주시 남한산성면 상번천리 일대,[개] 믹스견,N,20181116,경기-광주-2018-01000,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061811800[1].jpg,보호중,M,"11-23, 어미랑 구조",1.00(Kg)
147,2018(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,검정색,441554201801595,http://www.animal.go.kr/files/shelter/2018/10/201811061811741[1]_s.jpg,20181106,광주시 남한산성면 상번천리 일대,[개] 믹스견,N,20181116,경기-광주-2018-00999,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061811741[1].jpg,보호중,M,"11-22, 어미랑 구조",1.00(Kg)
148,2018(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,검정색,441554201801594,http://www.animal.go.kr/files/shelter/2018/10/201811061811960_s.jpg,20181106,광주시 남한산성면 상번천리 일대,[개] 믹스견,N,20181116,경기-광주-2018-00998,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061811960.jpg,보호중,M,"11-21, 어미랑 구조",1.00(Kg)
149,2018(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,검정색,441554201801593,http://www.animal.go.kr/files/shelter/2018/10/201811061811800_s.jpg,20181106,광주시 남한산성면 상번천리 일대,[개] 믹스견,N,20181116,경기-광주-2018-00997,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061811800.jpg,보호중,M,"11-20, 어미랑 구조",1.00(Kg)
150,2018(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,검정색,441554201801592,http://www.animal.go.kr/files/shelter/2018/10/201811061811481_s.jpg,20181106,광주시 남한산성면 상번천리 일대,[개] 믹스견,N,20181116,경기-광주-2018-00996,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061811481.jpg,보호중,M,"11-19, 어미랑 구조",1.00(Kg)
151,2016(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,갈색,441554201801591,http://www.animal.go.kr/files/shelter/2018/10/201811061811264_s.jpg,20181106,광주시 남한산성면 상번천리 일대,[개] 비글,N,20181116,경기-광주-2018-00995,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061811264.jpg,보호중,F,"11-18, 칩없음, 새끼랑 구조",12.00(Kg)
152,2018(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,고등어색,441554201801590,http://www.animal.go.kr/files/shelter/2018/10/201811061811236_s.jpg,20181106,광주시 곤지암읍 곤지암리 일대,[고양이] 한국 고양이,N,20181116,경기-광주-2018-00994,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061811236.jpg,보호중,M,"11-17, 교통사고, 기력 없음",2.20(Kg)
153,2017(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,갈색,441554201801589,http://www.animal.go.kr/files/shelter/2018/10/201811061611372_s.jpg,20181106,광주시 오포읍 신현리 일대,[개] 푸들,N,20181116,경기-광주-2018-00993,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061611372.jpg,보호중,F,"11-16, 칩없음, 등산로 입구에서 구조",2.50(Kg)
154,2017(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,검정,441554201801588,http://www.animal.go.kr/files/shelter/2018/10/201811061611806_s.jpg,20181106,광주시 오포읍 신현리 일대,[개] 푸들,N,20181116,경기-광주-2018-00992,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061611806.jpg,보호중,M,"11-15, 칩없음, 등산로 입구에서 구조",4.80(Kg)
155,2016(년생),경기도 용인시 처인구 모현면 대지로 407 (모현면),죽전TNR동물병원,031-322-7586,축산정책팀,검정,441554201801587,http://www.animal.go.kr/files/shelter/2018/10/201811061611120_s.jpg,20181106,광주시 오포읍 신현리 일대,[개] 푸들,N,20181116,경기-광주-2018-00991,20181106,031-760-2438,경기도 광주시,http://www.animal.go.kr/files/shelter/2018/10/201811061611120.jpg,보호중,F,"11-14, 칩없음, 등산로 입구에서 구조",4.80(Kg)
156,2018(년생),경기도 여주시 북내면 강문로 117 (북내면),강아지와고양이AH,031-883-5199,양평군청,검정/갈색,441417201800439,http://www.animal.go.kr/files/shelter/2018/10/201811061711827_s.jpg,20181106,다문리,[개] 믹스견,N,20181116,경기-양평-2018-00439,20181106,031-770-2370,경기도 양평군,http://www.animal.go.kr/files/shelter/2018/10/201811061711827.jpg,보호중,F,.,3.3(Kg)
157,2014(년생),"경기도 가평군 가평읍 아랫마장길 59 (가평읍, 농업기술센터) 가평 유기동물 보호소",가평군유기동물보호소,031-580-4763,오흥식,연갈,441416201800457,http://www.animal.go.kr/files/shelter/2018/10/20181106181123_s.jpg,20181106,가평경찰서,[개] 믹스견,N,20181116,경기-가평-2018-00248,20181106,031-580-4796,경기도 가평군,http://www.animal.go.kr/files/shelter/2018/10/20181106181123.jpg,보호중,M,가평경찰서에서 인수받음. 파란 목걸이 착용/목줄X,22.5(Kg)
158,2018(년생),경기도 여주시 북내면 강문로 117 (북내면),강아지와 고양이,031-883-5199,임현규,흰색/검정색,441407201800408,http://www.animal.go.kr/files/shelter/2018/10/201811061711540_s.jpg,20181106,후안리,[개] 믹스견,N,20181116,경기-이천-2018-00408,20181106,031-644-2612,경기도 이천시,http://www.animal.go.kr/files/shelter/2018/10/201811061711540.jpg,보호중,M,피부질환/갈색 목줄 착용,5.0(Kg)
159,2015(년생),경기도 파주시 미래로 369-13 (동패동) 이마트운정,웰니스클리닉,031-942-7524,조민호,흰색,441406201801031,http://www.animal.go.kr/files/shelter/2018/10/201811062011524_s.jpg,20181106,광탄고등학교 주변,[개] 푸들,Y,20181116,경기-파주-2018-00583,20181106,031-940-4593,경기도 파주시,http://www.animal.go.kr/files/shelter/2018/10/201811062011524.jpg,보호중,M,온순함.,5.00(Kg)
160,2018(년생),"경기도 용인시 처인구 중부대로 1074-1 (삼가동, 용인시 동물보호센터)",용인시 동물보호센터,031-324-3463,유나연,갈색,441405201801747,http://www.animal.go.kr/files/shelter/2018/10/201811061911790_s.jpg,20181106,고림동 임원로,[개] 믹스견,N,20181116,경기-용인-2018-00779,20181106,031-324-3470,경기도 용인시,http://www.animal.go.kr/files/shelter/2018/10/201811061911790.jpg,보호중,M,순둥순둥 똘망이,1.56(Kg)
161,2018(년생),"경기도 용인시 처인구 중부대로 1074-1 (삼가동, 용인시 동물보호센터)",용인시 동물보호센터,031-324-3463,유나연,"검정색, 갈색",441405201801746,http://www.animal.go.kr/files/shelter/2018/10/20181106191183_s.jpg,20181106,고림동 임원로,[개] 믹스견,N,20181116,경기-용인-2018-00778,20181106,031-324-3470,경기도 용인시,http://www.animal.go.kr/files/shelter/2018/10/20181106191183.jpg,보호중,M,순둥순둥 훈남,1.66(Kg)
162,2018(년생),"경기도 용인시 처인구 중부대로 1074-1 (삼가동, 용인시 동물보호센터)",용인시 동물보호센터,031-324-3463,유나연,갈색,441405201801745,http://www.animal.go.kr/files/shelter/2018/10/201811061911676_s.jpg,20181106,고림동 임원로,[개] 믹스견,N,20181116,경기-용인-2018-00777,20181106,031-324-3470,경기도 용인시,http://www.animal.go.kr/files/shelter/2018/10/201811061911676.jpg,보호중,F,순둥순둥 깜찍이,1.44(Kg)
163,2018(년생),"경기도 용인시 처인구 중부대로 1074-1 (삼가동, 용인시 동물보호센터)",용인시 동물보호센터,031-324-3463,유나연,연갈색,441405201801744,http://www.animal.go.kr/files/shelter/2018/10/201811061911338_s.jpg,20181106,고림동 임원로,[개] 믹스견,U,20181116,경기-용인-2018-00776,20181106,031-324-3470,경기도 용인시,http://www.animal.go.kr/files/shelter/2018/10/201811061911338.jpg,보호중,F,순둥순둥 귀요미,1.4(Kg)
164,2014(년생),"경기도 용인시 처인구 중부대로 1074-1 (삼가동, 용인시 동물보호센터)",용인시 동물보호센터,031-324-3463,유나연,"흰색, 갈색",441405201801743,http://www.animal.go.kr/files/shelter/2018/10/201811061911833_s.jpg,20181106,고림동 임원로,[개] 믹스견,U,20181116,경기-용인-2018-00775,20181106,031-324-3470,경기도 용인시,http://www.animal.go.kr/files/shelter/2018/10/201811061911833.jpg,보호중,F,얌전한 순둥이,6(Kg)
165,2014(년생),"경기도 용인시 처인구 중부대로 1074-1 (삼가동, 용인시 동물보호센터)",용인시 동물보호센터,031-324-3463,유나연,"검정, 갈색",441405201801742,http://www.animal.go.kr/files/shelter/2018/10/201811061911466_s.jpg,20181106,고림동 임원로,[개] 닥스훈트,N,20181116,경기-용인-2018-00774,20181106,031-324-3470,경기도 용인시,http://www.animal.go.kr/files/shelter/2018/10/201811061911466.jpg,보호중,M,"보라색 하네스 착용, 에너지가 넘치는 아이",5.7(Kg)
166,2017(년생),"경기도 용인시 처인구 중부대로 1074-1 (삼가동, 용인시 동물보호센터)",용인시 동물보호센터,031-324-3463,유나연,갈색,441405201801740,http://www.animal.go.kr/files/shelter/2018/10/201811061911585_s.jpg,20181106,백옥대로 1370번길 6-4,[개] 푸들,N,20181116,경기-용인-2018-00773,20181106,031-324-3470,경기도 용인시,http://www.animal.go.kr/files/shelter/2018/10/201811061911585.jpg,보호중,M,"빨간 옷 착용, 밝고 명랑",4.6(Kg)
167,2018(년생),경기도 군포시 산본동 213번지 9호 외 1필지 2층,군포시 보호소,031-394-2259,이종설,검정색,441402201800647,http://www.animal.go.kr/files/shelter/2018/10/201811061711360_s.jpg,20181106,당말 지하차도 옆,[개] 믹스견,N,20181116,경기-군포-2018-00421,20181106,031-390-0437,경기도 군포시,http://www.animal.go.kr/files/shelter/2018/10/201811061711360.jpg,보호중,M,-,2.8(Kg)
168,2008(년생),경기도 군포시 산본동 213번지 9호 외 1필지 2층,군포시 보호소,031-394-2259,이종설,흰색,441402201800646,http://www.animal.go.kr/files/shelter/2018/10/20181106161123_s.jpg,20181106,산본시장,[개] 말티즈,N,20181116,경기-군포-2018-00420,20181106,031-390-0437,경기도 군포시,http://www.animal.go.kr/files/shelter/2018/10/20181106161123.jpg,보호중,F,옷,1.7(Kg)
169,2017(년생),경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,한국야생동물보호협회,031-296-0124,김승현,백갈,441401201801006,http://www.animal.go.kr/files/shelter/2018/10/201811071011440_s.jpg,20181106,미산동 627-3 부근,[고양이] 한국 고양이,N,20181119,경기-시흥-2018-00845,20181106,031-310-2324,경기도 시흥시,http://www.animal.go.kr/files/shelter/2018/10/201811071011440.jpg,종료(자연사),F,입소시자연사.,3(Kg)
170,2018(년생),경기도 오산시 성호대로 36 (오산동),오산시수의사회,031-372-9325,정유리,흑색,441400201800421,http://www.animal.go.kr/files/shelter/2018/10/20181106161173_s.jpg,20181106,수청동628-3,[개] 믹스견,U,20181116,경기-오산-2018-00291,20181106,031-8036-7628,경기도 오산시,http://www.animal.go.kr/files/shelter/2018/10/20181106161173.jpg,보호중,M,사나움,8(Kg)
171,2014(년생),경기도 오산시 성호대로 36 (오산동),오산시수의사회,031-372-9325,정유리,백색,441400201800419,http://www.animal.go.kr/files/shelter/2018/10/201811061011441_s.jpg,20181106,"오산시 박동길 8, 수청동 삼익아파트 102동 7층~8층",[개] 포메라니안,U,20181116,경기-오산-2018-00290,20181106,031-8036-7628,경기도 오산시,http://www.animal.go.kr/files/shelter/2018/10/201811061011441.jpg,보호중,F,미용되어있음,4.5(Kg)
172,2018(년생),경기도 오산시 성호대로 36 (오산동),오산시수의사회,031-372-9325,정유리,치즈,441400201800418,http://www.animal.go.kr/files/shelter/2018/10/201811061011828_s.jpg,20181106,발안로1355,[고양이] 한국 고양이,U,20181116,경기-오산-2018-00289,20181106,031-8036-7628,경기도 오산시,http://www.animal.go.kr/files/shelter/2018/10/201811061011828.jpg,종료(반환),M,식욕부진,0.3(Kg)
173,2016(년생),"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",남양주동물보호협회,031-591-7270,류상신,흰색,441399201802014,http://www.animal.go.kr/files/shelter/2018/10/201811062311204_s.jpg,20181106,마석우리,[개] 말티즈,N,20181116,경기-남양주-2018-01566,20181106,031-590-2324,경기도 남양주시,http://www.animal.go.kr/files/shelter/2018/10/201811062311204.jpg,보호중,M,부동산옆에 버려짐.몸줄착용.사람을 잘따름,3.9(Kg)
174,2016(년생),"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",남양주동물보호협회,031-591-7270,류상신,흰색,441399201802013,http://www.animal.go.kr/files/shelter/2018/10/201811062311148_s.jpg,20181106,마석우리,[개] 말티즈,N,20181116,경기-남양주-2018-01565,20181106,031-590-2324,경기도 남양주시,http://www.animal.go.kr/files/shelter/2018/10/201811062311148.jpg,보호중,F,부동산옆에 버려짐.몸줄착용.사람을 잘따름,3.2(Kg)
175,2017(년생),"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",남양주동물보호협회,031-591-7270,류상신,흰색,441399201802012,http://www.animal.go.kr/files/shelter/2018/10/201811062311767_s.jpg,20181106,퇴계원리,[개] 믹스견,N,20181116,경기-남양주-2018-01564,20181106,031-590-2324,경기도 남양주시,http://www.animal.go.kr/files/shelter/2018/10/201811062311767.jpg,보호중,F,노랑색 목줄착용.겁이많음,5.1(Kg)
176,2014(년생),"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",남양주동물보호협회,031-591-7270,류상신,흰색,441399201802011,http://www.animal.go.kr/files/shelter/2018/10/201811062311170_s.jpg,20181106,퇴계원리,[개] 스피츠,N,20181116,경기-남양주-2018-01563,20181106,031-590-2324,경기도 남양주시,http://www.animal.go.kr/files/shelter/2018/10/201811062311170.jpg,보호중,F,목줄없고 경계함,8.7(Kg)
177,2017(년생),"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",고양시동물보호센터,031-962-3232,김동환,흑갈색,441394201802286,http://www.animal.go.kr/files/shelter/2018/10/201811061711228_s.jpg,20181106,행신동 번데미공원 내,[기타축종] 토끼,U,20181116,경기-고양-2018-01531,20181106,031-8075-4604,경기도 고양시,http://www.animal.go.kr/files/shelter/2018/10/201811061711228.jpg,보호중,Q,특징없음,1(Kg)
